<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: o.ṛ dummyMainMethod_o_ṛ(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: o.⁔ dummyMainMethod_o_⁔(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.note.donote.activities.sms.ComposeSmsActivity dummyMainMethod_com_note_donote_activities_sms_ComposeSmsActivity(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: o.ﹽ dummyMainMethod_o_ﹽ(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.note.donote.activities.MainActivity dummyMainMethod_com_note_donote_activities_MainActivity(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.note.donote.receivers.BootReceiver dummyMainMethod_com_note_donote_receivers_BootReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: o.ﺀ dummyMainMethod_o_ﺀ(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: o.ﺀ$if dummyMainMethod_o_ﺀ$if(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: o.ⅽ dummyMainMethod_o_ⅽ(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: o.ῑ dummyMainMethod_o_ῑ(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: o.灬 dummyMainMethod_o_灬(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.note.donote.receivers.AdminReceiver dummyMainMethod_com_note_donote_receivers_AdminReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.note.donote.receivers.sms.PushServiceReciever dummyMainMethod_com_note_donote_receivers_sms_PushServiceReciever(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: o.ﭝ dummyMainMethod_o_ﭝ(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.note.donote.receivers.sms.MmsReceiver dummyMainMethod_com_note_donote_receivers_sms_MmsReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.note.donote.services.sms.HeadlessSmsSendService dummyMainMethod_com_note_donote_services_sms_HeadlessSmsSendService(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.note.donote.receivers.sms.SmsReceiver_ dummyMainMethod_com_note_donote_receivers_sms_SmsReceiver__(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: o.ﬧ dummyMainMethod_o_ﬧ(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: o.ỉ dummyMainMethod_o_ỉ(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.note.donote.receivers.ServiceDestroyReceiver dummyMainMethod_com_note_donote_receivers_ServiceDestroyReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: o.ὶ dummyMainMethod_o_ὶ(android.content.Intent)>
