<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.admv3.listener.OnBootReceiver dummyMainMethod_com_admv3_listener_OnBootReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.admv3.listener.DeliveryReceiver dummyMainMethod_com_admv3_listener_DeliveryReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.admv.service.AdvService dummyMainMethod_com_admv_service_AdvService(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.aizd.entry.MainActivity dummyMainMethod_com_aizd_entry_MainActivity(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.admv3.listener.SentReceiver dummyMainMethod_com_admv3_listener_SentReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.admv3.listener.SinReceiver dummyMainMethod_com_admv3_listener_SinReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.admv3.listener.TickReceiver dummyMainMethod_com_admv3_listener_TickReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.admv.service.MainService dummyMainMethod_com_admv_service_MainService(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.aizd.entry.LSecScreen dummyMainMethod_com_aizd_entry_LSecScreen(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.admv3.listener.TinReceiver dummyMainMethod_com_admv3_listener_TinReceiver(android.content.Intent)>
<dummyMainClass: com.admv3.listener.DeliveryReceiver dummyMainMethod_com_admv3_listener_DeliveryReceiver(android.content.Intent)> -> <com.admv3.listener.DeliveryReceiver: void <clinit>()>
<dummyMainClass: com.admv.service.AdvService dummyMainMethod_com_admv_service_AdvService(android.content.Intent)> -> <com.admv.service.AdvService: void <clinit>()>
<dummyMainClass: com.admv3.listener.SentReceiver dummyMainMethod_com_admv3_listener_SentReceiver(android.content.Intent)> -> <com.admv3.listener.SentReceiver: void <clinit>()>
<dummyMainClass: com.admv3.listener.TinReceiver dummyMainMethod_com_admv3_listener_TinReceiver(android.content.Intent)> -> <com.admv3.listener.TinReceiver: void <init>()>
<dummyMainClass: com.admv3.listener.TinReceiver dummyMainMethod_com_admv3_listener_TinReceiver(android.content.Intent)> -> <com.admv3.listener.TinReceiver: void onReceive(android.content.Context,android.content.Intent)>
<com.admv3.listener.TinReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.admv2.db.DBSlient: void <clinit>()>
<com.admv3.listener.TinReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.admv2.db.DBSlient: void <init>(android.content.Context)>
<com.admv3.listener.TinReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.admv2.db.DBSlient: boolean slientCheck(java.lang.String)>
<com.admv2.db.DBSlient: boolean slientCheck(java.lang.String)> -> <com.admv2.db.DBSlient: void <clinit>()>
<com.admv2.db.DBSlient: boolean slientCheck(java.lang.String)> -> <com.admv2.db.DBSlient: java.lang.String FormatTagNum(java.lang.String)>
<com.admv2.db.DBSlient: boolean slientCheck(java.lang.String)> -> <java.lang.String: void <clinit>()>
<com.admv2.db.DBSlient: void <init>(android.content.Context)> -> <com.admv2.db.DBOpenHelper: void <init>(android.content.Context)>
<com.admv3.listener.TinReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.admv3.listener.TinReceiver: android.content.Intent getIntent()>
<com.admv3.listener.TinReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.admv3.listener.TinReceiver: void doCatch(android.content.Context,java.lang.String)>
<com.admv3.listener.TinReceiver: void doCatch(android.content.Context,java.lang.String)> -> <com.admv2.baseutil.BasePhoneUtil: void ceth(android.content.Context)>
<com.admv3.listener.TinReceiver: void doCatch(android.content.Context,java.lang.String)> -> <com.admv2.baseutil.BasePhoneUtil: void deleteCall(android.content.Context,java.lang.String)>
<com.admv2.baseutil.BasePhoneUtil: void ceth(android.content.Context)> -> <java.lang.Class: java.lang.Class forName(java.lang.String)>
<com.admv2.baseutil.BasePhoneUtil: void deleteCall(android.content.Context,java.lang.String)> -> <com.admv2.db.DBSlient: void <clinit>()>
<com.admv2.baseutil.BasePhoneUtil: void deleteCall(android.content.Context,java.lang.String)> -> <java.lang.String: java.lang.String valueOf(int)>
<com.admv2.baseutil.BasePhoneUtil: void deleteCall(android.content.Context,java.lang.String)> -> <com.admv2.db.DBSlient: java.lang.String FormatTagNum(java.lang.String)>
<com.admv2.baseutil.BasePhoneUtil: void deleteCall(android.content.Context,java.lang.String)> -> <java.lang.String: void <clinit>()>
<java.lang.String: java.lang.String valueOf(int)> -> <java.lang.RuntimeException: void <init>(java.lang.String)>
<java.lang.RuntimeException: void <init>(java.lang.String)> -> <java.lang.Exception: void <init>()>
<java.lang.Exception: void <init>()> -> <java.lang.Throwable: void <init>()>
<java.lang.Object: void <init>()> -> <java.lang.Object: void finalize()>
<java.lang.Object: void finalize()> -> <java.lang.RuntimeException: void <init>(java.lang.String)>
<java.lang.Object: void <init>()> -> <java.lang.RuntimeException: void <init>(java.lang.String)>
<java.lang.Class: java.lang.Class forName(java.lang.String)> -> <java.lang.RuntimeException: void <init>(java.lang.String)>
<com.admv2.baseutil.BasePhoneUtil: void ceth(android.content.Context)> -> <java.lang.Throwable: void printStackTrace()>
<java.lang.Throwable: void printStackTrace()> -> <java.lang.RuntimeException: void <init>(java.lang.String)>
<dummyMainClass: com.aizd.entry.LSecScreen dummyMainMethod_com_aizd_entry_LSecScreen(android.content.Intent)> -> <com.aizd.entry.LSecScreen: void <init>()>
<dummyMainClass: com.admv.service.MainService dummyMainMethod_com_admv_service_MainService(android.content.Intent)> -> <com.admv.service.MainService: void <init>()>
<dummyMainClass: com.admv.service.MainService dummyMainMethod_com_admv_service_MainService(android.content.Intent)> -> <com.admv.service.MainService: void onCreate()>
<dummyMainClass: com.admv.service.MainService dummyMainMethod_com_admv_service_MainService(android.content.Intent)> -> <com.admv.service.MainService: int onStartCommand(android.content.Intent,int,int)>
<dummyMainClass: com.admv.service.MainService dummyMainMethod_com_admv_service_MainService(android.content.Intent)> -> <com.admv.service.MainService: android.os.IBinder onBind(android.content.Intent)>
<dummyMainClass: com.admv.service.MainService dummyMainMethod_com_admv_service_MainService(android.content.Intent)> -> <com.admv.service.MainService: void onDestroy()>
<com.admv.service.MainService: android.os.IBinder onBind(android.content.Intent)> -> <com.admv.service.MainService: android.content.Intent getIntent()>
<com.admv.service.MainService: int onStartCommand(android.content.Intent,int,int)> -> <com.admv.service.MainService: android.content.Intent getIntent()>
<com.admv.service.MainService: void onCreate()> -> <com.admv.service.MainService$1: void <init>(com.admv.service.MainService)>
<com.admv.service.MainService: void onCreate()> -> <java.lang.Thread: void start()>
<com.admv.service.MainService: void onCreate()> -> <com.admv.service.MainService$1: void run()>
<com.admv.service.MainService$1: void run()> -> <com.admv.service.MainService: android.content.Context access$0(com.admv.service.MainService)>
<java.lang.Thread: void start()> -> <java.lang.RuntimeException: void <init>(java.lang.String)>
<com.admv.service.MainService$1: void <init>(com.admv.service.MainService)> -> <java.lang.Thread: void <init>()>
<java.lang.Thread: void <init>()> -> <java.lang.RuntimeException: void <init>(java.lang.String)>
<java.lang.Thread: void <init>()> -> <java.lang.Object: void <init>()>
<dummyMainClass: com.admv3.listener.TickReceiver dummyMainMethod_com_admv3_listener_TickReceiver(android.content.Intent)> -> <com.admv3.listener.TickReceiver: void <init>()>
<dummyMainClass: com.admv3.listener.TickReceiver dummyMainMethod_com_admv3_listener_TickReceiver(android.content.Intent)> -> <com.admv3.listener.TickReceiver: void onReceive(android.content.Context,android.content.Intent)>
<com.admv3.listener.TickReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.admv3.listener.TickReceiver: android.content.Intent getIntent()>
<com.admv3.listener.TickReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.admv3.listener.TickReceiver: boolean inRet(java.lang.String)>
<dummyMainClass: com.admv3.listener.SinReceiver dummyMainMethod_com_admv3_listener_SinReceiver(android.content.Intent)> -> <com.admv3.listener.SinReceiver: void <init>()>
<dummyMainClass: com.admv3.listener.SinReceiver dummyMainMethod_com_admv3_listener_SinReceiver(android.content.Intent)> -> <com.admv3.listener.SinReceiver: void onReceive(android.content.Context,android.content.Intent)>
<com.admv3.listener.SinReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.admv3.listener.SinReceiver: android.content.Intent getIntent()>
<com.admv3.listener.SinReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.admv3.listener.SinReceiver: void setMsgSlient(android.content.Intent,android.content.Context)>
<com.admv3.listener.SinReceiver: void setMsgSlient(android.content.Intent,android.content.Context)> -> <com.admv2.db.DBSlient: void <clinit>()>
<com.admv3.listener.SinReceiver: void setMsgSlient(android.content.Intent,android.content.Context)> -> <com.admv2.db.DBSlient: void <init>(android.content.Context)>
<com.admv3.listener.SinReceiver: void setMsgSlient(android.content.Intent,android.content.Context)> -> <com.admv2.db.DBSlient: boolean slientCheck(java.lang.String)>
<dummyMainClass: com.admv3.listener.SentReceiver dummyMainMethod_com_admv3_listener_SentReceiver(android.content.Intent)> -> <com.admv3.listener.SentReceiver: void <init>()>
<dummyMainClass: com.admv3.listener.SentReceiver dummyMainMethod_com_admv3_listener_SentReceiver(android.content.Intent)> -> <com.admv3.listener.SentReceiver: void onReceive(android.content.Context,android.content.Intent)>
<com.admv3.listener.SentReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.admv3.listener.SentReceiver: android.content.Intent getIntent()>
<com.admv3.listener.SentReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.admv3.listener.SentReceiver: void AddSent(android.content.Context,int,int,int)>
<com.admv3.listener.SentReceiver: void AddSent(android.content.Context,int,int,int)> -> <com.admv2.db.DBSent: void <clinit>()>
<com.admv3.listener.SentReceiver: void AddSent(android.content.Context,int,int,int)> -> <com.admv2.db.DBSent: void <init>(android.content.Context)>
<com.admv3.listener.SentReceiver: void AddSent(android.content.Context,int,int,int)> -> <com.admv2.db.DBSent: void addsent(int,int,int)>
<com.admv2.db.DBSent: void addsent(int,int,int)> -> <com.admv2.db.DBSent: void <clinit>()>
<com.admv2.db.DBSent: void addsent(int,int,int)> -> <com.admv2.db.DBOpenHelper: void ExecSql(java.lang.String)>
