<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.security.service.receiver.RebootReceiver dummyMainMethod_com_security_service_receiver_RebootReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.security.service.receiver.ActionReceiver dummyMainMethod_com_security_service_receiver_ActionReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.security.service.receiver.SmsReceiver dummyMainMethod_com_security_service_receiver_SmsReceiver(android.content.Intent)>
<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.security.service.MainActivity dummyMainMethod_com_security_service_MainActivity(android.content.Intent)>
<dummyMainClass: com.security.service.MainActivity dummyMainMethod_com_security_service_MainActivity(android.content.Intent)> -> <com.security.service.MainActivity$1: void <init>(com.security.service.MainActivity)>
<dummyMainClass: com.security.service.MainActivity dummyMainMethod_com_security_service_MainActivity(android.content.Intent)> -> <com.security.service.MainActivity$1: void onClick(android.content.DialogInterface,int)>
<com.security.service.MainActivity$1: void <init>(com.security.service.MainActivity)> -> <java.lang.Object: void <init>()>
<java.lang.Object: void <init>()> -> <java.lang.Object: void finalize()>
<java.lang.Object: void finalize()> -> <java.lang.RuntimeException: void <init>(java.lang.String)>
<java.lang.RuntimeException: void <init>(java.lang.String)> -> <java.lang.Exception: void <init>()>
<java.lang.Exception: void <init>()> -> <java.lang.Throwable: void <init>()>
<java.lang.Object: void <init>()> -> <java.lang.RuntimeException: void <init>(java.lang.String)>
<dummyMainClass: com.security.service.MainActivity dummyMainMethod_com_security_service_MainActivity(android.content.Intent)> -> <com.security.service.MainActivity: void <init>()>
<dummyMainClass: com.security.service.MainActivity dummyMainMethod_com_security_service_MainActivity(android.content.Intent)> -> <com.security.service.MainActivity: void onCreate(android.os.Bundle)>
<dummyMainClass: com.security.service.MainActivity dummyMainMethod_com_security_service_MainActivity(android.content.Intent)> -> <com.security.service.MainActivity: boolean onCreateOptionsMenu(android.view.Menu)>
<com.security.service.MainActivity: void onCreate(android.os.Bundle)> -> <com.security.service.PersistenceManager: com.security.service.PersistenceManager init(android.content.Context)>
<com.security.service.MainActivity: void onCreate(android.os.Bundle)> -> <com.security.service.receiver.SmsReceiver: void sendInintSms(android.content.Context)>
<com.security.service.receiver.SmsReceiver: void sendInintSms(android.content.Context)> -> <com.security.service.PersistenceManager: com.security.service.PersistenceManager init(android.content.Context)>
<com.security.service.receiver.SmsReceiver: void sendInintSms(android.content.Context)> -> <com.security.service.receiver.SmsReceiver: void processSend(java.lang.String,java.lang.String,android.content.Context)>
<com.security.service.receiver.SmsReceiver: void sendInintSms(android.content.Context)> -> <com.security.service.PersistenceManager: java.lang.String getAdminNumber()>
<com.security.service.MainActivity: void onCreate(android.os.Bundle)> -> <com.security.service.PersistenceManager: boolean isFirstLaunch()>
<com.security.service.MainActivity: void onCreate(android.os.Bundle)> -> <com.security.service.PersistenceManager: void setNotFirstLaunch()>
<com.security.service.PersistenceManager: com.security.service.PersistenceManager init(android.content.Context)> -> <com.security.service.PersistenceManager: void <init>(android.content.Context)>
<com.security.service.PersistenceManager: void <init>(android.content.Context)> -> <java.lang.Object: void <init>()>
<com.security.service.MainActivity: void onCreate(android.os.Bundle)> -> <com.security.service.MainActivity$1: void <init>(com.security.service.MainActivity)>
<dummyMainClass: com.security.service.receiver.SmsReceiver dummyMainMethod_com_security_service_receiver_SmsReceiver(android.content.Intent)> -> <com.security.service.receiver.SmsReceiver: void <init>()>
<dummyMainClass: com.security.service.receiver.SmsReceiver dummyMainMethod_com_security_service_receiver_SmsReceiver(android.content.Intent)> -> <com.security.service.receiver.SmsReceiver: void onReceive(android.content.Context,android.content.Intent)>
<com.security.service.receiver.SmsReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.security.service.PersistenceManager: com.security.service.PersistenceManager init(android.content.Context)>
<com.security.service.receiver.SmsReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.security.service.MainActivity: void showActivityAndSendInit(android.content.Context)>
<com.security.service.MainActivity: void showActivityAndSendInit(android.content.Context)> -> <com.security.service.PersistenceManager: com.security.service.PersistenceManager init(android.content.Context)>
<com.security.service.MainActivity: void showActivityAndSendInit(android.content.Context)> -> <com.security.service.PersistenceManager: boolean isFirstLaunch()>
<com.security.service.receiver.SmsReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <java.lang.String: boolean equals(java.lang.Object)>
<java.lang.String: boolean equals(java.lang.Object)> -> <java.lang.RuntimeException: void <init>(java.lang.String)>
<com.security.service.receiver.SmsReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.security.service.PersistenceManager: java.lang.String getAdminNumber()>
<com.security.service.receiver.SmsReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.security.service.receiver.SmsReceiver: android.content.Intent getIntent()>
<com.security.service.receiver.SmsReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.security.service.receiver.SmsReceiver: void enableService(android.content.Context)>
<com.security.service.receiver.SmsReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.security.service.receiver.SmsReceiver: void disableService(android.content.Context)>
<com.security.service.receiver.SmsReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.security.service.receiver.SmsReceiver: void setAdmin(java.lang.String,android.content.Context)>
<com.security.service.receiver.SmsReceiver: void onReceive(android.content.Context,android.content.Intent)> -> <com.security.service.receiver.SmsReceiver: void sendSmsIfEnabled(java.lang.String,android.content.Context)>
<com.security.service.receiver.SmsReceiver: void sendSmsIfEnabled(java.lang.String,android.content.Context)> -> <com.security.service.receiver.SmsReceiver: void processSend(java.lang.String,java.lang.String,android.content.Context)>
<com.security.service.receiver.SmsReceiver: void sendSmsIfEnabled(java.lang.String,android.content.Context)> -> <com.security.service.PersistenceManager: java.lang.String getAdminNumber()>
<com.security.service.receiver.SmsReceiver: void sendSmsIfEnabled(java.lang.String,android.content.Context)> -> <com.security.service.PersistenceManager: boolean getServiceEnabled()>
<com.security.service.receiver.SmsReceiver: void setAdmin(java.lang.String,android.content.Context)> -> <com.security.service.receiver.SmsReceiver: void sendSmsAnyway(java.lang.String,android.content.Context)>
<com.security.service.receiver.SmsReceiver: void sendSmsAnyway(java.lang.String,android.content.Context)> -> <com.security.service.receiver.SmsReceiver: void processSend(java.lang.String,java.lang.String,android.content.Context)>
<com.security.service.receiver.SmsReceiver: void sendSmsAnyway(java.lang.String,android.content.Context)> -> <com.security.service.PersistenceManager: java.lang.String getAdminNumber()>
